Numer;Data zamówienia;Przewidywana data;Pozycje zamówienia/Produkt/Nazwa;Pozycje zamówienia/Ilość;Pozycje zamówienia/Opcja;Metoda dostawy;Kod pocztowy;Miasto;Suma;Koszt dostawy;Uwagi;Zapłacone;Status;Tagi;Data realizacji;Kupon rabatowy;Faktura produkcyjna;Faktura materac;Faktura transportowa;Klient/Nazwa;Klient/E-mail;Klient/Telefon;Adres dostawy/Ulica
Shoper45034-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;44-234;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 35;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45035-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;45-235;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 36;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45036-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;46-236;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 37;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45037-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;47-237;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 38;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45038-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;48-238;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 39;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45039-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;49-239;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 40;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45040-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;50-240;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 41;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45041-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;51-241;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 42;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45042-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;52-242;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 43;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45043-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;53-243;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 44;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45044-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;54-244;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 45;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45045-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;55-245;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 46;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45046-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;56-246;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 47;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45047-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;57-247;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 48;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45048-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;58-248;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 49;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45049-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;59-249;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 50;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45050-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;60-250;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 51;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45051-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;61-251;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 52;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45052-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;62-252;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 53;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45053-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;63-253;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 54;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45054-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;64-254;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 55;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45055-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;65-255;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 56;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45056-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;66-256;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 57;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45057-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;67-257;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 58;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45058-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;68-258;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 59;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper45059-1;2026-02-05;2026-02-05;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;69-259;Kraków;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-05;;FP/1/2026;;FS/38/02/2026 SPT;Klient SPT 60;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
Shoper49999-1;2026-02-15;2026-02-15;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;35-001;Rzeszów;2 499,00;149,00;;2 499,00;zrealizowane;;2026-02-15;;FP/1/2026;;;Klient Unbilled;klient@example.com;600100200;ul. Testowa 1
;;;Wniesienie zamówienia;1;;;;;;;;;;;;;;;;;;;
Shoper40000-1;2026-01-20;2026-01-20;Łóżko kontynentalne Lea;1;Powierzchnia spania: 160cm x 200cm;SPT Logistics;00-002;Warszawa;2 499,00;149,00;;2 499,00;zrealizowane;;2026-01-20;;FP/1/2026;;;Klient Styczen;klient@example.com;600100200;ul. Testowa 1
;;;Wysyłka;1;;;;;;;;;;;;;;;;;;;
